,PrimaryDI,brandName,versionModelNumber,companyName,deviceDescription,sizeText,productCode,deviceId,gmdnPTName,gmdnPTDefinition
267,40752fbe-9c5e-4205-82ea-7a7e6fdc7529,MENTOR MemoryGel Breast Implant,3507385MC,MENTOR TEXAS L.P.,"Smooth Round Moderate Classic Profile Gel-Filled Breast Implant, 385cc",640 cc,FTR,81317004189,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
268,7106b745-8559-4020-be2e-5365c3a2ab43,MENTOR MemoryGel Breast Implant,3507340MC,MENTOR TEXAS L.P.,"Smooth Round Moderate Classic Profile Gel-Filled Breast Implant, 340cc",560 cc,FTR,81317004165,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
269,a3ea1dec-0d2f-4b29-a6f0-14f42a65a52c,MENTOR MemoryGel Breast Implant,3507320MC,MENTOR TEXAS L.P.,"Smooth Round Moderate Classic Profile Gel-Filled Breast Implant, 320cc",445 cc,FTR,81317004158,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
270,17097ab0-4ce3-44af-9424-a574a2e69dc1,MENTOR MemoryGel Breast Implant,3507235MC,MENTOR TEXAS L.P.,"Smooth Round Moderate Classic Profile Gel-Filled Breast Implant, 235cc",375  cc,FTR,81317004110,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
271,e2686c3d-af27-4afe-8825-8effd93eb7ab,MENTOR MemoryGel Breast Implant,3544750,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 750cc",360 cc,FTR,81317003953,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
272,753e84b8-b325-447d-b55b-5402126e8687,MENTOR MemoryGel Breast Implant,3547501,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 750cc",310 cc,FTR,81317003939,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
273,ca06be98-e53a-458f-bee1-ed14197f5f3b,MENTOR MemoryGel Breast Implant,3545251,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 525cc",210 cc,FTR,81317003908,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
274,e056e5ad-20d0-4d9d-a41f-3b52db937911,MENTOR MemoryGel Breast Implant,3544251,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 425cc",175 cc,FTR,81317003885,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
275,9e739ad4-c033-430d-9496-fe658c1b5a5d,MENTOR MemoryGel Breast Implant,3504754BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 475cc",640 cc,FTR,81317003861,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
276,df3df56e-60a3-4ce9-9e57-eef4ddefd2e8,MENTOR MemoryGel Breast Implant,3505751BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 575cc",440 cc,FTR,81317003830,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
277,2f4fa0c0-4c3a-4e66-bc4d-3f9f982899ab,MENTOR MemoryGel Breast Implant,3544700,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 700cc",320 cc,FTR,81317001157,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
278,ffda3eb3-119c-4341-9e75-01714632d322,MENTOR MemoryGel Breast Implant,3544550,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 550cc",220 cc,FTR,81317001126,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
279,9a66d55b-bfb1-43f3-af9f-a6fc3d9e5694,MENTOR MemoryGel Breast Implant,3544200,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 200cc",460 cc,FTR,81317001003,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
280,6d748dbe-d30e-41a6-a702-bb55299b5c05,MENTOR MemoryGel Breast Implant,3544150,MENTOR TEXAS L.P.,"SILTEX Round High Profile Gel-Filled Breast Implant, 150cc",290 cc,FTR,81317000983,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
281,b3b00334-1b73-47ec-a31d-8e39f1fc2b03,MENTOR MemoryGel Breast Implant,3545001,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 500cc",170 cc,FTR,81317000921,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
282,68ab1678-49ba-48aa-a66e-cf8c50de6098,MENTOR MemoryGel Breast Implant,3543751,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 375cc",110 cc,FTR,81317000891,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
283,9687e1a0-65bc-44ba-82c9-85fa57289b58,MENTOR MemoryGel Breast Implant,3542251,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 225cc",750 cc,FTR,81317000839,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
284,7bb0fac0-89e1-4384-ba2d-b2ca02dce7ad,MENTOR MemoryGel Breast Implant,3541251,MENTOR TEXAS L.P.,"SILTEX Round Moderate Plus Profile Gel-Filled Breast Implant, 125cc",375 cc,FTR,81317000792,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
285,b169888f-4a73-4a0c-ac20-1d2300c108f7,MENTOR MemoryGel Breast Implant,3546007,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 600cc",200 cc,FTR,81317000754,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
286,73eb5742-84e2-4125-aeb7-cf22850d8efa,MENTOR MemoryGel Breast Implant,3543507,MENTOR TEXAS L.P.,"SILTEX Round Moderate Profile Gel-Filled Breast Implant, 350cc",520 cc,FTR,81317000693,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
287,c90d2b8f-9858-402a-8ba9-fd83938a3983,MENTOR MemoryGel Breast Implant,3507004BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 700cc",685 cc,FTR,81317000570,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
288,0bfa460a-7dad-49e0-b295-9776e50c0939,MENTOR MemoryGel Breast Implant,3505504BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 550cc",485 cc,FTR,81317000549,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
289,6b10e3c4-d2e4-43b1-a318-2e26c632915f,MENTOR MemoryGel Breast Implant,3503754BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 375cc",405 cc,FTR,81317000495,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
290,52a1a4b2-a06c-4d01-86b7-11662de7ecb2,MENTOR MemoryGel Breast Implant,3502254BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 225cc",375 cc,FTR,81317000433,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
291,0dcc03e8-2665-4b1c-90b4-5ca3da6846ba,MENTOR MemoryGel Breast Implant,3502004BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 200cc",330 cc,FTR,81317000426,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
292,2f422765-08f6-4bfa-9ebd-8b9272b4e2c6,MENTOR MemoryGel Breast Implant,3501504BC,MENTOR TEXAS L.P.,"Smooth Round High Profile Gel-Filled Breast Implant, 150cc",490 cc,FTR,81317000402,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
293,440c7910-c09b-490b-b397-74d8a0123c94,MENTOR MemoryGel Breast Implant,3502501BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 250cc",410 cc,FTR,81317000266,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
294,10e5ddc2-4b64-461b-8dcb-c7052db8e51c,MENTOR MemoryGel Breast Implant,3502251BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 225cc",140 cc,FTR,81317000259,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
295,2a56a674-c867-4a6a-bbde-d97261dec088,MENTOR MemoryGel Breast Implant,3502001BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 200cc",445 cc,FTR,81317000242,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
296,3b0e2c56-b28f-4096-ae9e-a99d2fc4d781,MENTOR MemoryGel Breast Implant,3501251BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Plus Profile Gel-Filled Breast Implant, 125cc",245 cc,FTR,81317000211,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
297,f6ef17c9-7889-417e-a90c-257f97eb5ea2,MENTOR MemoryGel Breast Implant,3507800BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 800cc",160 cc,FTR,81317000198,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
298,41c6fc70-bd0d-4495-8ac6-258066f03538,MENTOR MemoryGel Breast Implant,3507250BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 250cc",285 cc,FTR,81317000075,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
299,4491d9eb-a5e6-4ea9-b48d-2a78fd8a7683,MENTOR MemoryGel Breast Implant,3507225BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 225cc",195 cc,FTR,81317000068,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
300,2d719cc1-c05d-4d3c-84de-ac2c417daa17,MENTOR MemoryGel Breast Implant,3507125BC,MENTOR TEXAS L.P.,"Smooth Round Moderate Profile Gel-Filled Breast Implant, 125cc",470 cc,FTR,81317000020,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
301,ebb058fd-06fe-4a5b-bd7c-1717a57cea81,SIENTRA Silicone Gel Breast Implant,20721-485MP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, Moderate Plus Profile, 485cc",330 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
302,811671a3-ca58-4bf8-9674-7f5357ad40a0,SIENTRA Silicone Gel Breast Implant,20721-435MP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, Moderate Plus Profile, 435cc",300 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
303,fcf28a5a-e8f1-4158-9b82-e0a2372715d8,SIENTRA Silicone Gel Breast Implant,20721-115MP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, Moderate Plus Profile, 115cc",240 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
304,fd1a397b-163f-4ad0-a8a9-fabd38f0b00b,SIENTRA Silicone Gel Breast Implant,20721-700HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 700 cc",390 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
305,42ed060e-41b9-4a87-ad94-f31b3fa6cd63,SIENTRA Silicone Gel Breast Implant,20721-620HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 620 cc",240 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
306,57b28e96-a747-4439-a7d3-ecd5bee4ed7f,SIENTRA Silicone Gel Breast Implant,20721-440HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 440 cc",690 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
307,ab2365f4-da01-456c-a352-632e6e05b98c,SIENTRA Silicone Gel Breast Implant,20721-330HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 330 cc",615 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
308,927059ac-ae1f-4fb3-a69d-f3cc89b84193,SIENTRA Silicone Gel Breast Implant,20721-255HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 255 cc",245 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
309,968cf140-530a-431d-b685-e3312b953007,SIENTRA Silicone Gel Breast Implant,20721-205HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 205 cc",395 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
310,fcd5b17b-3f59-4d26-b165-7b8edb8e40c2,SIENTRA Silicone Gel Breast Implant,20621-535HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Round, High Profile, 535 cc",350 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
311,eb7724d8-bbdb-4b4b-8d2f-6a9fa72b8357,SIENTRA Silicone Gel Breast Implant,10621-590MP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 590 cc",140 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
312,568972b2-60b8-4b33-a623-793cca39b033,SIENTRA Silicone Gel Breast Implant,10621-505MP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 505 cc",740 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
313,aba1f749-24bd-4a16-880e-5c1138a0adf4,SIENTRA Silicone Gel Breast Implant,10621-455MP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 455 cc",375 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
314,68aaa81b-cccd-485d-ad91-79e7c58fa623,SIENTRA Silicone Gel Breast Implant,10621-535HP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, High Profile, 535 cc",255 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
315,d131cae4-20fa-4a35-bc3f-dad44c5cb48c,SIENTRA Silicone Gel Breast Implant,10721-695MP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 695 cc",220 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
316,73544fba-4071-4c64-8ac1-bf1f452561e1,SIENTRA Silicone Gel Breast Implant,10721-255MP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 255 cc",507 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
317,a135896d-796e-4a57-b7fa-715dfcdd8cc3,SIENTRA Silicone Gel Breast Implant,10721-565HP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, High Profile, 565 cc",378 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
318,8947163e-99ce-4b04-970f-7a86c0e27764,SIENTRA Silicone Gel Breast Implant,10721-385HP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, High Profile, 385 cc",322 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
319,e4dfc853-d46f-4a76-a961-8fda0103e888,SIENTRA Silicone Gel Breast Implant,10721-300HP,"Sientra, Inc.","Silicone Gel Breast Implant, Smooth Round, High Profile, 300 cc",120 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
320,085776d1-d7bf-41f1-9804-1140c90971fe,SIENTRA Silicone Gel Breast Implant,20676-570HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped Classic Base, High Profile, 570 cc",360 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
321,a635df62-1fc1-4126-9126-0c6d69bc2ad7,SIENTRA Silicone Gel Breast Implant,20676-300HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped Classic Base, High Profile, 300 cc",360 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
322,4fa3c40a-bac9-4c79-813a-c6cd51e6e09b,SIENTRA Silicone Gel Breast Implant,20676-250HP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped Classic Base, High Profile, 250 cc",320 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
323,2467b0f4-1030-4b8c-9656-28848d9d149c,SIENTRA Silicone Gel Breast Implant,20646-205MP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped Round Base, Moderate Profile, 205 cc",750 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
324,0b0bc4a5-76df-43c7-bc6b-c8597679a121,SIENTRA Silicone Gel Breast Implant,20646-170MP,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped Round Base, Moderate Profile, 170 cc",550 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
325,7abe45e6-05ae-4f42-80ab-e30a8a63e745,SIENTRA Silicone Gel Breast Implant,20676-450E,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped, 450 cc",300 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
326,106acc77-bef5-4ef5-af48-7015554c3e57,SIENTRA Silicone Gel Breast Implant,20676-210E,"Sientra, Inc.","Silicone Gel Breast Implant, Textured Shaped, 210 cc",659 cc,FTR,8.1279E+11,Silicone gel-filled breast implant,"A sterile implantable device designed to reconstruct or augment the breast that is composed of a silicone rubber shell, made of polysiloxane(s), with a single lumen filled with a fixed amount of silicone gel. The implant may vary in shape, profile, volume, shell surface, and shell thickness."
